osm_id,osm_type,name_osm,amenity,cuisine,opening_hours,phone,website,delivery,takeaway,lat,lon,has_opening_hours,has_phone,has_website,has_delivery,has_takeaway,data_completeness_score
4746185018,node,Wingstop,restaurant,wings,,,,,yes,-7.2954598,112.6760346,0,0,0,0,1,1
4746185020,node,Le cafe gourmand,cafe,,Mo-Su 08:00-23:00,+62 31 7322552,,,,-7.2959088,112.6760144,1,1,0,0,0,2
4746185228,node,Beatus,restaurant,seafood;crab;indonesian,Tu-Su 18:00-23:00,+6281217579772,,,,-7.2939822,112.676022,1,1,0,0,0,2
4752679975,node,Lontong balap,restaurant,,,,,,,-7.2305693,112.7347783,0,0,0,0,0,0
4757366122,node,Starbucks,cafe,coffee_shop,Mo-Su 07:00-22:00,,https://www.starbucks.co.id/,,yes,-7.2964397,112.6542474,1,0,1,0,1,3
4766222959,node,Soto Daging Tapaksiring,restaurant,,,,,,,-7.2655772,112.7638513,0,0,0,0,0,0
4766355331,node,Sego gunung,restaurant,asian,Mo-Su 11:00-22:00,+62 31 7408347,,,,-7.290359,112.6547829,1,1,0,0,0,2
4766357263,node,Kapok Lombok,restaurant,,Mo-Su 10:00-23:00,+62 816-5413-943,,,,-7.28685,112.6559294,1,1,0,0,0,2
4766357264,node,Goodies pizza,restaurant,pizza,Mo-Su 11:30-22:00,+62317413353,,,,-7.2875586,112.6554195,1,1,0,0,0,2
4766357268,node,Taste code,restaurant,Asian;wok;soup;club sandwich,"Mo-Fr, Su 16:00-23:55; Sa 16:00-01:00",+6231 7411485,,,,-7.2898183,112.6548726,1,1,0,0,0,2
4766362522,node,Housaku,restaurant,japanese;sushi;bento,Mo-Su 10:00-22:00,+62317458373,http://www.housakusushi.com,yes,yes,-7.2901278,112.6551659,1,1,1,1,1,5
4804866879,node,Hakka,restaurant,,,,,,,-7.2928164,112.6770255,0,0,0,0,0,0
4804867099,node,Bumbu jawa,fast_food,,,,,,,-7.2929396,112.6770363,0,0,0,0,0,0
4821879698,node,Out of the blue!,restaurant,,"Mo-Th, Su 10:00-22:00; Fr, Sa 10:00-00:00",+623160039676,http://www.outoftheblue.id/,,,-7.2884371,112.6785389,1,1,1,0,0,3
4821881412,node,Richeese factory,fast_food,,,,http://www.outoftheblue.id/,,,-7.2885427,112.6784344,0,0,1,0,0,1
4824461659,node,Dewa ~ndaru,restaurant,,,,,,,-7.2895256,112.7121168,0,0,0,0,0,0
4824490649,node,Starbucks,cafe,coffee_shop,Mo-Su 08:00-22:00,+623151163546,https://www.starbucks.co.id/store/1018293/ID/Lenmarck-Surabaya/Jalan-Bukit-Darmo-Boulevard-Office-park-2-No-1,,yes,-7.2859307,112.6805656,1,1,1,0,1,4
4824490956,node,Tekka,restaurant,,,,,,,-7.2863865,112.698464,0,0,0,0,0,0
4824561855,node,Restonine,restaurant,,,,,,,-7.2923009,112.7221632,0,0,0,0,0,0
4830378536,node,Calipto,cafe,club_sandwich,Tu-Su 09:00-21:00,+62 812 3386 6919,,,,-7.2790226,112.645619,1,1,0,0,0,2
4836404598,node,Kayu,restaurant,asian;japanese;sushi,Mo-Su 11:30-22:00,+62315622503,,no,no,-7.287051,112.7066716,1,1,0,0,0,2
4840871469,node,Happy garden,restaurant,bubur;Indonesian,,+62317401966,,,,-7.2913555,112.654873,0,1,0,0,0,1
4840871471,node,Nyah tewel,restaurant,indonesian,Mo-Su 11:00-22:00,+623199162833,,,,-7.2913178,112.6541536,1,1,0,0,0,2
4840871955,node,Pompit,restaurant,,Mo-Sa 11:00-23:00,,,,,-7.2913191,112.655223,1,0,0,0,0,1
4840872185,node,D'licious,restaurant,,Mo-Su 10:00-23:00,,,,,-7.2915525,112.6551507,1,0,0,0,0,1
4865372180,node,Ambrosia,restaurant,pizza;steak;fish,Mo-Fr 16:00-22:00; Sa 12:00-23:00; Su 12:00-22:00,+62 31 7526800,http://the-ambrosia.com,,,-7.3046097,112.6938902,1,1,1,0,0,3
4873369734,node,Confit,cafe,,Mo-Su 06:45-22:00,+6289690780364,,,,-7.299552,112.6766185,1,1,0,0,0,2
4877026098,node,Bakmi GM,restaurant,,,,https://www.bakmigm.com/,,,-7.2950383,112.6761872,0,0,1,0,0,1
4885353021,node,McDonald's,fast_food,burger,24/7,,,,yes,-7.2654734,112.7492296,1,0,0,0,1,2
4900845358,node,Myoung Dong,restaurant,Korean;Gyoza,Mo-Su 11:00-22:00,+6282230907779,https://www.instagram.com/myoungdong_gyoza/,,,-7.2858067,112.6565185,1,1,1,0,0,3
4903244721,node,Warkop tugu emas,cafe,,,,,,,-7.29169,112.7236817,0,0,0,0,0,0
4905089185,node,Pak Rudy,restaurant,,,,,,,-7.2889258,112.7099997,0,0,0,0,0,0
4905091985,node,Magal,restaurant,korean,,,,,,-7.2893317,112.7109733,0,0,0,0,0,0
4905091986,node,Take five,restaurant,,,,,,,-7.2846533,112.7385645,0,0,0,0,0,0
4905093484,node,La Rucola,restaurant,mediterranean,,,,,,-7.2828639,112.7377928,0,0,0,0,0,0
4916263299,node,Shijima,restaurant,,,,,,,-7.2887082,112.6782975,0,0,0,0,0,0
4916263859,node,Starbucks,cafe,coffee_shop,Mo-Su 10:00-22:00,,,,yes,-7.2875575,112.6751859,1,0,0,0,1,2
4958532822,node,Warung Joglo,restaurant,,,,,,,-7.3096304,112.7318586,0,0,0,0,0,0
4965692721,node,Depot 20,cafe,indonesian,Mo-Su 09:00-21:00,,,,,-7.2697812,112.7403323,1,0,0,0,0,1
5031982761,node,Djogja,fast_food,Indonesian;bakso,,+62 85104775678,,,,-7.290215,112.6551272,0,1,0,0,0,1
5031985102,node,Mie Ayam H&W,restaurant,,,,,,,-7.2921887,112.654753,0,0,0,0,0,0
5031985104,node,Supreso,restaurant,chinese,,,,no,no,-7.2855135,112.681157,0,0,0,0,0,0
5031985105,node,Shanghai bowl,restaurant,chinese,Mo-Su 11:00-22:00,+623151163059,http://www.shanghaibowl.co.id/,yes,no,-7.2852054,112.6816067,1,1,1,1,0,4
5031985418,node,Hong Kong garden,restaurant,chinese,Mo-Su 11:00-22:00,+623151163026,,no,no,-7.286378,112.6801828,1,1,0,0,0,2
5031986986,node,Kaldu segara,restaurant,crab;seafood,Mo-Su 10:00-21:00,+623151163014,,no,no,-7.2852408,112.6818522,1,1,0,0,0,2
5059099784,node,Rosebay,restaurant,,,,,,,-7.2968444,112.6800726,0,0,0,0,0,0
5059100239,node,Papa Delle,restaurant,,,,,,,-7.2981306,112.680454,0,0,0,0,0,0
5106762248,node,Steak hut,restaurant,,,,,,,-7.2825375,112.6830333,0,0,0,0,0,0
5124135502,node,Ming garden,restaurant,chinese,,,,,,-7.2855293,112.6984358,0,0,0,0,0,0
5164106110,node,Seafood tower,restaurant,,,,,,,-7.292208,112.6764626,0,0,0,0,0,0
5164108263,node,Hallo Surabaya,restaurant,,,,,,,-7.2838456,112.6675152,0,0,0,0,0,0
5164113619,node,Korbeq,restaurant,korean,,,,,,-7.285142,112.6814282,0,0,0,0,0,0
5171719922,node,Pizza Time,restaurant,,Mo-Su 10:30-23:00,+62 31 99242426,,,,-7.2678932,112.7354373,1,1,0,0,0,2
5171738222,node,Beautika Restoran Khas Manado,restaurant,indonesian,Mo-Su 09:00-21:00,+62 31 5317004,,,,-7.2656102,112.7396242,1,1,0,0,0,2
5173980622,node,Sadang Korean BBQ,restaurant,korean,Mo-Su 11:00-22:00,+62 859 3113 6433,,,,-7.2672492,112.740425,1,1,0,0,0,2
5199192021,node,Ming Yang,restaurant,chinese,Mo-Su 11:30-22:00,+6282220595988,,,,-7.2921337,112.676788,1,1,0,0,0,2
5199234793,node,Burg & Burp,restaurant,burger,,,,,,-7.2889156,112.6777086,0,0,0,0,0,0
5201378806,node,Yong's,restaurant,indonesian,"Mo, We-Su 08:00-21:00",,,,,-7.2933082,112.6772951,1,0,0,0,0,1
5201380510,node,Hot-star,restaurant,chicken,,,,,,-7.2932682,112.6770054,0,0,0,0,0,0
5214052022,node,Ikan Bakar Cianjur,restaurant,indonesian,Mo-Su 09:00-21:00,,,,,-7.2874895,112.706848,1,0,0,0,0,1
5214052023,node,D'Jang Gem,restaurant,korean,Mo-Su 11:00-22:00,,,,,-7.2875585,112.7069902,1,0,0,0,0,1
5215360843,node,Jenggala,restaurant,,,,,,,-7.2852836,112.6970649,0,0,0,0,0,0
5215380054,node,Pondok Tempo Doeloe,restaurant,indonesian,,,,,,-7.2874728,112.7067562,0,0,0,0,0,0
5217656994,node,Warjo,restaurant,indonesian,,,,no,yes,-7.2843041,112.629427,0,0,0,0,1,1
5217656996,node,Mubaarok,restaurant,indonesian,,,,,,-7.2842962,112.6293315,0,0,0,0,0,0
5220864523,node,Sushi Tei,restaurant,japanese;sushi,Mo-Su 10:00-22:00,,http://www.sushitei.co.id/,,,-7.288564,112.6762476,1,0,1,0,0,2
5220872821,node,Thaï street,restaurant,thai,,,,,,-7.288254,112.6755748,0,0,0,0,0,0
5220872822,node,Hajime,restaurant,japanese,,,,,,-7.2879059,112.6757083,0,0,0,0,0,0
5220872823,node,Gyu-Kaku,restaurant,japanese;barbecue,,,http://gyukaku.id,,,-7.2889666,112.6761834,0,0,1,0,0,1
5225896573,node,RPP,restaurant,,"Mo-Th, Su 17:00-00:00; Fr, Sa 17:00-02:00",,https://www.instagram.com/rpp.sby/,,,-7.2958734,112.6546571,1,0,1,0,0,2
5225896736,node,Alam laut,restaurant,indonesian,,,,,,-7.2910886,112.6545743,0,0,0,0,0,0
5229420322,node,Skyline design,cafe,,,,,,,-7.2830152,112.6835243,0,0,0,0,0,0
5236172993,node,Jaloe,restaurant,,,,,,,-7.2635565,112.7412787,0,0,0,0,0,0
5236172995,node,Soto wawan,restaurant,,,,,,,-7.2875354,112.7352073,0,0,0,0,0,0
5236173644,node,Hari hari,restaurant,,,,,,,-7.287601,112.7319699,0,0,0,0,0,0
5236173645,node,Penta,restaurant,seafood,,,,,,-7.2914652,112.7304422,0,0,0,0,0,0
5237495322,node,Redback,cafe,coffee_shop;cake;bagel;sandwich;tea,Mo-Su 06:00-22:00,,,,,-7.2806625,112.6840715,1,0,0,0,0,1
5239013190,node,Larris,restaurant,barbecue,,,,,,-7.2803702,112.6841431,0,0,0,0,0,0
5239013191,node,Host,restaurant,,,,,,,-7.3129219,112.6656467,0,0,0,0,0,0
5240396715,node,Curry house,restaurant,japanese,"Mo-Th, Su 10:00-21:00; Fr, Sa 10:00-22:00",,,,,-7.2808138,112.6838866,1,0,0,0,0,1
5240396717,node,Pizza Hut,restaurant,pizza,Mo-Su 10:00-23:00,1500600,https://www.phd.co.id,yes,yes,-7.2871493,112.6555037,1,1,1,1,1,5
5240459587,node,Loempia 23,restaurant,,,,,,,-7.2785313,112.6819403,0,0,0,0,0,0
5240459592,node,Hachi hachi,restaurant,,,,,,,-7.2905468,112.6546636,0,0,0,0,0,0
5246634221,node,Primarasa Restaurant,restaurant,,,,,,,-7.2805864,112.7695835,0,0,0,0,0,0
5248102622,node,Mie Setan,restaurant,,,,,,,-7.2787355,112.7496483,0,0,0,0,0,0
5254926101,node,Beatus,restaurant,crab;Indonesian,Tu-Su 18:00-23:00,+62317418771,http://www.ciputragolf.com,no,,-7.2920029,112.6372976,1,1,1,0,0,3
5254926733,node,Palimanan,restaurant,,Tu-Su 05:00-22:00,,http://www.ciputragolf.com,,,-7.2932764,112.6369459,1,0,1,0,0,2
5269623755,node,Bamegah,restaurant,,,,,,,-7.2922127,112.7274566,0,0,0,0,0,0
5269624033,node,Ria,restaurant,,,+62315343130,,,,-7.2692806,112.7406498,0,1,0,0,0,1
5276657698,node,Tea Presso,cafe,,,,,,,-7.2992134,112.6760609,0,0,0,0,0,0
5291378445,node,Carl's Jr,fast_food,burger,,,,,,-7.278384,112.7407895,0,0,0,0,0,0
5295169467,node,Chuan wei,restaurant,Chinese;Sichuan,Mo-Su 16:00-00:00,+6281215000118,https://www.instagram.com/chuanweisby/,,,-7.2933087,112.6763618,1,1,1,0,0,3
5295169468,node,Bakso solo,restaurant,indonesian,,,,,,-7.2933919,112.676354,0,0,0,0,0,0
5295169484,node,Kao,restaurant,chinese,,,,,,-7.2938037,112.6761291,0,0,0,0,0,0
5295169485,node,United steak,restaurant,steak_house;steak;western,,,,,,-7.2938192,112.6759986,0,0,0,0,0,0
5295169486,node,Cwie mie Malang,restaurant,indonesian,Mo-Su 07:00-23:00,+6282233048898,,,,-7.2936565,112.6761273,1,1,0,0,0,2
5295169487,node,Pawon,restaurant,indonesian,,+6288805050362,,,,-7.2931209,112.6764366,0,1,0,0,0,1
5295169640,node,Depot family,fast_food,indonesian,,,,,,-7.2925759,112.6766245,0,0,0,0,0,0
5295169642,node,Warung ayam betutu,restaurant,,,+6285745252777,,,,-7.2930264,112.6762392,0,1,0,0,0,1
5295169643,node,Hao,restaurant,,,,,,,-7.2930255,112.6769987,0,0,0,0,0,0
5295169644,node,T4,restaurant,,,,,,,-7.2930228,112.6769354,0,0,0,0,0,0
5295169645,node,Sugabites,cafe,bakery,,,,,,-7.29408,112.6763329,0,0,0,0,0,0
5295169646,node,TGC,cafe,,Mo-Su 06:00-23:45,,,,,-7.2939676,112.6762902,1,0,0,0,0,1
5295169647,node,Sahara,restaurant,,,,,,,-7.2936924,112.6759912,0,0,0,0,0,0
5295169648,node,Frangipani,restaurant,indonesian,Mo-Su 11:00-23:00,,,,,-7.2935208,112.6760823,1,0,0,0,0,1
5295169649,node,Oba,restaurant,japanese,"Mo-Fr 12:00-21:00; Sa, Su 11:00-22:00",+62818320588,,,,-7.2926313,112.6772958,1,1,0,0,0,2
5300385308,node,Pirates café,restaurant,,Tu-Su 10:00-19:00,+6281554333484,,,,-7.2853115,112.6331688,1,1,0,0,0,2
5301723424,node,Starbucks,cafe,,,,,,,-7.2625609,112.7390643,0,0,0,0,0,0
5309200651,node,Gao Ji Shao Kao,restaurant,,,,,,,-7.2923348,112.6765925,0,0,0,0,0,0
5330279481,node,Boulevard,restaurant,,,,,,,-7.2823993,112.683141,0,0,0,0,0,0
5330637022,node,Warung danang,cafe,coffee_shop,Mo-Sa 00:00-24:00,+6285731894265,https://wifi.id/,,,-7.2747419,112.7758684,1,1,1,0,0,3
5348408546,node,Sourrp me,fast_food,,,,,,,-7.2914312,112.6548545,0,0,0,0,0,0
5348773914,node,Sasty,fast_food,international,Mo-Su 17:00-23:00,,https://www.instagram.com/sasty_foodstall/,,,-7.2937321,112.6765016,1,0,1,0,0,2
5348773990,node,Kmie,fast_food,korean,,+6282229493505,https://www.instagram.com/kmie_ramyeon/,,,-7.2936415,112.6765053,0,1,1,0,0,2
5348773991,node,Mr. Big Tummy,fast_food,chinese,Mo-Su 10:00-22:00,,https://www.instagram.com/mrbigtummy/,,,-7.2935458,112.6765046,1,0,1,0,0,2
5348774775,node,Pigmalion,fast_food,pork,Mo-Su 16:00-23:00,,https://www.instagram.com/pigmalionsatebabi/,,,-7.2938117,112.676495,1,0,1,0,0,2
5354541741,node,Bird house,cafe,indonesian,Mo-Su 12:00-22:00,,https://www.instagram.com/birdhousebistro/,,,-7.2935947,112.6762882,1,0,1,0,0,2
5354542502,node,Sissy's kitchen,fast_food,,Mo-Su 14:00-23:00,+628114939969,https://www.instagram.com/sissyskitchensby/,,,-7.2935945,112.6763974,1,1,1,0,0,3
5362689673,node,Magal,restaurant,,Mo-Su 11:30-22:00,,,,,-7.2968202,112.6750878,1,0,0,0,0,1
5381991209,node,Palms,cafe,,,,,,,-7.2948712,112.6670643,0,0,0,0,0,0
5466219735,node,Hunger belt,restaurant,,,,,,,-7.2894444,112.6774637,0,0,0,0,0,0
5466664780,node,Chinese food,restaurant,,,,,,,-7.2932726,112.6762975,0,0,0,0,0,0
5486254233,node,Mama Noi,restaurant,,Mo-Su 11:00-21:00,,https://www.instagram.com/mamanoi.sby,,,-7.2923698,112.6521521,1,0,1,0,0,2
5492374063,node,The Piggy,restaurant,,Mo-Su 16:00-22:30,+623199163522,,,,-7.2900998,112.6548608,1,1,0,0,0,2
5497771231,node,Sam's kitchen,restaurant,seafood,,,,,,-7.2934045,112.6760344,0,0,0,0,0,0
5497771740,node,Churrz,cafe,,,,,,,-7.2939376,112.6761595,0,0,0,0,0,0
5507289026,node,Peco Peco,restaurant,sushi,,,,,,-7.311164,112.6791479,0,0,0,0,0,0
5591713703,node,Wapo,restaurant,,,,,,,-7.2917338,112.6544646,0,0,0,0,0,0
5651550299,node,D'cost,restaurant,,,,,,,-7.2702665,112.7455918,0,0,0,0,0,0
5651550303,node,Anda fit,restaurant,,,,,,,-7.2609254,112.7469105,0,0,0,0,0,0
5651550636,node,Burger King,fast_food,burger,,,,,yes,-7.2650724,112.7481634,0,0,0,0,1,1
5716380921,node,Foodcourt,cafe,,,,,,,-7.2741573,112.7418023,0,0,0,0,0,0
5873197056,node,Starbucks,cafe,coffee_shop,07:00-23:00,,,,yes,-7.2797036,112.7673519,1,0,0,0,1,2
5873197057,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2617762,112.7394783,0,0,0,0,1,1
5873197058,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2612547,112.7383465,0,0,0,0,1,1
5873197059,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2631864,112.7392584,0,0,0,0,1,1
5873197060,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2622711,112.7379978,0,0,0,0,1,1
5873197061,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2945388,112.7301228,0,0,0,0,1,1
5873197062,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2768993,112.805863,0,0,0,0,1,1
5897591806,node,Halim Restaurant,restaurant,asian,,,,,,-7.2782908,112.7576061,0,0,0,0,0,0
5897591816,node,Titik Kumpul,cafe,,,,,,,-7.2779716,112.7647984,0,0,0,0,0,0
5897591823,node,Sendai,restaurant,japanese,,,,,,-7.2774208,112.765646,0,0,0,0,0,0
5897591824,node,Sate Ayam Cak Arto,restaurant,indonesian,,,,,,-7.2775219,112.7656299,0,0,0,0,0,0
5897591826,node,365 Shanghai,restaurant,chinese,,,,,,-7.2776071,112.7656138,0,0,0,0,0,0
5897591827,node,Huang Table,restaurant,seafood,,,,,,-7.2780514,112.7655575,0,0,0,0,0,0
5897591828,node,Tip Top,restaurant,indonesian,,,,,,-7.2781578,112.7655441,0,0,0,0,0,0
5897591829,node,Ikan Bakar Cianjur,restaurant,seafood,,,,,,-7.2782988,112.7655253,0,0,0,0,0,0
5897591833,node,Mie GNI Jember,restaurant,noodle,,,,,,-7.2793631,112.765815,0,0,0,0,0,0
5897591834,node,Liu Fu,restaurant,chinese,,,,,,-7.2792753,112.7658257,0,0,0,0,0,0
5897591835,node,Idaman,restaurant,indonesian;chinese,,,,,,-7.2791502,112.7658364,0,0,0,0,0,0
5897591838,node,Ayam Goreng President,restaurant,chicken,,,,,,-7.2786766,112.7659169,0,0,0,0,0,0
5897591839,node,Fajar,restaurant,chinese,,,,,,-7.2785596,112.7659222,0,0,0,0,0,0
5897591841,node,Depot 539,restaurant,,,,,,,-7.2782616,112.7659464,0,0,0,0,0,0
5897591844,node,Happy Suzy,restaurant,,,,,,,-7.278094,112.7659625,0,0,0,0,0,0
5897591845,node,Slice of Cali,restaurant,italian,,,,,,-7.2778226,112.7659839,0,0,0,0,0,0
5897591852,node,Mutiara,restaurant,indonesian,,,,,,-7.278384,112.7649486,0,0,0,0,0,0
5897591853,node,Pondok Khas Jenggala,restaurant,seafood,,,,,,-7.281127,112.7717373,0,0,0,0,0,0
5897591854,node,Depot Pak Bas,restaurant,indonesian,,,,,,-7.2815447,112.7720001,0,0,0,0,0,0
5897591856,node,Rollaas,cafe,,,,,,,-7.280853,112.7734619,0,0,0,0,0,0
5897591860,node,Texas Chicken,fast_food,american,10:00-00:00,,,,yes,-7.2808902,112.776812,1,0,0,0,1,2
5897591868,node,Yung Ho,restaurant,chinese,,,,,,-7.2800734,112.7644148,0,0,0,0,0,0
5897591870,node,Bekyu,restaurant,japanese,,,,,,-7.2801799,112.765359,0,0,0,0,0,0
5897591871,node,Hakata Ikkousha,restaurant,japanese,,,,,,-7.2801878,112.7654904,0,0,0,0,0,0
5897591872,node,Terminal,restaurant,seafood,,,,,,-7.2801985,112.765646,0,0,0,0,0,0
5897591875,node,Istana Berkat,restaurant,seafood,,,,,,-7.2803634,112.767714,0,0,0,0,0,0
5897591876,node,Primarasa,restaurant,indonesian,,,,,,-7.2804699,112.7679151,0,0,0,0,0,0
5897591877,node,Asian King,restaurant,asian,,,,,,-7.2804911,112.7685696,0,0,0,0,0,0
5897591878,node,Steak Hut,restaurant,steak_house,,,,,,-7.2805257,112.7688915,0,0,0,0,0,0
5897591879,node,Warung Wakaka,restaurant,indonesian,,,,,,-7.2805603,112.7691919,0,0,0,0,0,0
5897591880,node,Hot Pot Town,restaurant,chinese,,,,,,-7.280704,112.7705571,0,0,0,0,0,0
5897593890,node,KFC,fast_food,chicken,24/7,,,yes,yes,-7.2806361,112.7698021,1,0,0,1,1,3
5897593892,node,Shao Kao,restaurant,chinese,,,,,,-7.2801878,112.7770856,0,0,0,0,0,0
5897593894,node,Holycow,restaurant,steak_house,,,,,,-7.2801932,112.7783892,0,0,0,0,0,0
5897593895,node,Botanika,restaurant,indonesian,,,,,,-7.2802038,112.7749291,0,0,0,0,0,0
5897593897,node,Seigo,restaurant,japanese,,,,,,-7.2801187,112.7715924,0,0,0,0,0,0
5897593898,node,HC Resto,restaurant,,,,,,,-7.2801104,112.7714359,0,0,0,0,0,0
5897593899,node,Bima,restaurant,chinese,,,,,,-7.279967,112.7706161,0,0,0,0,0,0
5897593900,node,Malioboro,restaurant,indonesian,,,,,,-7.2800149,112.7704793,0,0,0,0,0,0
5897593904,node,New Royal Restaurant,restaurant,chinese,,,,,,-7.2797515,112.7679071,0,0,0,0,0,0
5897593906,node,HaoXiongDi Chinese Restaurant & Hotpot Town,restaurant,chinese,,,,,,-7.2797861,112.7682182,0,0,0,0,0,0
5897593907,node,Magal BBQ,restaurant,korean,,,,,,-7.2796637,112.767545,0,0,0,0,0,0
5897593908,node,Pizza Hut,restaurant,pizza,10:00-23:00,,,yes,yes,-7.2795493,112.7664077,1,0,0,1,1,3
5912420218,node,Galbisal,restaurant,korean,,,,,,-7.2805409,112.7690652,0,0,0,0,0,0
6123924347,node,Maxx Coffee,cafe,coffee_shop,,,,,yes,-7.2619186,112.7499001,0,0,0,0,1,1
6123924348,node,Excelso,cafe,,,,,,,-7.2618108,112.7497901,0,0,0,0,0,0
6123924349,node,Anomali Coffee,cafe,,,,,,,-7.2621593,112.750348,0,0,0,0,0,0
6123924350,node,Oh Gelato & Cafe,cafe,,,,,,,-7.2604671,112.7510521,0,0,0,0,0,0
6123924351,node,Mie Jogging,restaurant,noodle,,,,,,-7.2613771,112.7492724,0,0,0,0,0,0
6154038472,node,Renekopi,cafe,,,,,,,-7.3087693,112.7215186,0,0,0,0,0,0
6173243691,node,Bu Kris,restaurant,,,,,,,-7.2696989,112.7466239,0,0,0,0,0,0
6214815967,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2630241,112.7406183,0,0,0,0,1,1
6214815968,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.3388087,112.7375364,0,0,0,0,1,1
6214815969,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2652191,112.7485067,0,0,0,0,1,1
6214815970,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2556672,112.7338484,0,0,0,0,1,1
6214815971,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2510215,112.6617667,0,0,0,0,1,1
6296236163,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.3144389,112.7810472,0,0,0,0,1,1
6296251692,node,Burger King,fast_food,burger,,,,yes,yes,-7.3171232,112.7813973,0,0,0,1,1,2
6296251693,node,Pizza Hut,restaurant,pizza,10:00-22:00,,,yes,yes,-7.3169157,112.7812564,1,0,0,1,1,3
6358934715,node,Pecel Mangaps,restaurant,asian,Mo-Su 09:00-12:00,,,,,-7.2281988,112.6075786,1,0,0,0,0,1
6358934717,node,Bakso Sumberejo,cafe,Meatball_soup;snack,,,,,yes,-7.2277435,112.6071113,0,0,0,0,1,1
6363976422,node,Warung Polisi (Warpol),cafe,coffee_shop,,,,,,-7.2894573,112.7756865,0,0,0,0,0,0
6363980464,node,Nelongso,restaurant,,,,,,,-7.2894012,112.7768011,0,0,0,0,0,0
6397255490,node,coffy toffy manyar,cafe,coffee_shop,Mo-Su 09:00-21:00,,,,,-7.2892326,112.763134,1,0,0,0,0,1
6409346562,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2760014,112.7808205,0,0,0,0,1,1
6417117691,node,KFC,fast_food,chicken,,,,,yes,-7.2766546,112.7817097,0,0,0,0,1,1
6417117692,node,Pizza Hut,restaurant,pizza,,,,,,-7.2759601,112.7819163,0,0,0,0,0,0
6495308532,node,Al's Pizza,restaurant,pizza,,,,,,-7.2710607,112.7561993,0,0,0,0,0,0
6495308533,node,Janji Jiwa,cafe,,,,,,,-7.2706004,112.7562516,0,0,0,0,0,0
6585930978,node,Uppercut Steakhouse,restaurant,steak_house,"Tuesday - Sunday , Lunch and Dinner",+62315458888,https://uppercutsteakhouse.com/,,,-7.2598355,112.7348007,1,1,1,0,0,3
6618395895,node,Cafetaria Informatika,restaurant,,,,,,,-7.2800621,112.7970129,0,0,0,0,0,0
6621178651,node,Hacienda,restaurant,mexican,,+62 878-5171-3388,,,,-7.2621357,112.7380824,0,1,0,0,0,1
6621178652,node,Play Domicile,restaurant,international,,,,,,-7.2623932,112.7379781,0,0,0,0,0,0
6621178653,node,The Coffee Bean & Tea Leaf,cafe,coffee_shop,,,,,yes,-7.2625788,112.7381244,0,0,0,0,1,1
6681977561,node,Primarasa,restaurant,chicken,,,,,,-7.2825112,112.737187,0,0,0,0,0,0
6681977562,node,Bogowonto,restaurant,,,,,,,-7.2873507,112.7327077,0,0,0,0,0,0
6681977563,node,Sop Buntut Gelora Pancasila,restaurant,,,,,,,-7.2871539,112.7319621,0,0,0,0,0,0
6681993566,node,Thirty3 Brew,cafe,,Mo-Su 10:00-23:00,,,,,-7.2861002,112.7327551,1,0,0,0,0,1
6681993567,node,Matchbox Too,restaurant,,Mo-Su 11:00-24:00,,,,,-7.2860018,112.7327015,1,0,0,0,0,1
6681993568,node,Onni House,restaurant,,Mo-Su 10:00-22:00,,,,,-7.2858741,112.7330421,1,0,0,0,0,1
6681993569,node,Goodstone,restaurant,,Mo-Su 11:00-22:00,,,,,-7.2860843,112.7331655,1,0,0,0,0,1
6681993570,node,Urban Wagyu,restaurant,,Mo-Su 10:00-22:00,,,,,-7.286196,112.7332218,1,0,0,0,0,1
6681993571,node,Seventies Coffee,cafe,,,,,,,-7.2856692,112.7329429,0,0,0,0,0,0
6681993573,node,Locaāhands,cafe,,Mo-Su 08:00-22:00,,,,,-7.2871804,112.7332299,1,0,0,0,0,1
6681993574,node,Guilin,restaurant,chinese,,,,,,-7.2866829,112.7329053,0,0,0,0,0,0
6681993575,node,A Fung,restaurant,,,,,,,-7.2849016,112.7317399,0,0,0,0,0,0
6681993576,node,The Pianoza,restaurant,american,,,,,,-7.2847926,112.7320081,0,0,0,0,0,0
6806678496,node,Sanger,restaurant,acehnese,,,,,,-7.2699243,112.7605858,0,0,0,0,0,0
6806679939,node,Jank Jank Wings,fast_food,chicken,,,,,,-7.2725872,112.7562076,0,0,0,0,0,0
6806679940,node,Diskuupi,cafe,,,,,,,-7.2725287,112.7562049,0,0,0,0,0,0
6806679941,node,Hi Coffee,cafe,,,,,,,-7.2726524,112.7562049,0,0,0,0,0,0
6806679944,node,Palapa,restaurant,indonesian,,,,,,-7.2741397,112.7559219,0,0,0,0,0,0
